Meal_ID,Meal_Name,Cuisine,Calories,Protein,Carbohydrates,Fat,Fiber,Cost,Is_Vegetarian,Meal_Type,Prep_Time,Base_Rating
1891,Spicy Paneer & Bread Bowl with Broccoli,Indian,471,40,37,18,11,49,1,Dinner,42,4.5
1892,Roasted Beans & Potato Bowl with Mushroom,American,786,46,105,20,14,87,1,Dinner,19,4.7
1893,Creamy Beef & Oats Bowl with Broccoli,Italian,730,51,43,39,14,109,0,Dinner,21,4.0
1894,Roasted Lentils & Oats Bowl with Broccoli,American,587,14,108,11,9,53,1,Lunch,28,4.0
1895,Baked Chicken & Pasta Bowl with Salad,Indian,496,49,23,23,3,107,0,Dinner,27,4.7
1896,Mild Pork & Quinoa Bowl with Spinach,Italian,586,31,95,9,7,120,0,Lunch,30,5.0
1897,Roasted Egg & Bread Bowl with Spinach,Mediterranean,300,38,23,6,3,103,0,Lunch,15,3.5
1898,Creamy Beans & Bread Bowl with Mixed Veggies,Asian,914,19,142,30,7,143,1,Dinner,13,4.0
1899,Grilled Pork & Oats Bowl with Spinach,Italian,399,53,4,19,5,109,0,Dinner,7,4.9
1900,Spicy Pork & Wrap Bowl with Mixed Veggies,American,624,26,112,8,5,89,0,Lunch,7,3.8
1901,Roasted Egg & Pasta Bowl with Broccoli,Italian,592,29,78,18,10,148,0,Lunch,17,3.5
1902,Oats with Fruits & Nuts,Mediterranean,493,29,69,11,6,114,1,Breakfast,39,4.6
1903,Roasted Fish & Bread Bowl with Mixed Veggies,Mexican,346,22,51,6,8,104,0,Lunch,40,3.6
1904,Fried Beef & Potato Bowl with Spinach,Italian,745,48,77,27,5,157,0,Lunch,35,4.4
1905,Roasted Tofu,American,394,7,57,15,7,38,1,Snack,6,4.6
1906,Spicy Pork & Pasta Bowl with Mushroom,Mexican,496,53,12,26,13,138,0,Dinner,9,4.5
1907,Fried Lentils & Bread Bowl with Mixed Veggies,Italian,1164,30,171,40,8,111,1,Dinner,36,4.1
1908,Creamy Chicken & Oats Bowl with Mixed Veggies,Asian,823,43,86,34,4,123,0,Lunch,9,4.2
1909,Roasted Beans,American,166,9,16,7,3,46,1,Snack,3,4.9
1910,Mild Pork & Rice Bowl with Salad,Mediterranean,772,49,81,28,3,160,0,Dinner,22,4.6
1911,Oats with Fruits & Nuts,Mexican,585,17,100,13,7,61,1,Breakfast,28,4.4
1912,Roasted Paneer & Potato Bowl with Spinach,Mediterranean,644,25,109,12,7,45,1,Lunch,32,4.5
1913,Roasted Chicken with Pasta,Asian,434,33,23,23,4,126,0,Breakfast,31,4.5
1914,Pasta with Mixed Veggies,Mediterranean,747,13,135,17,11,105,1,Breakfast,5,4.7
1915,Grilled Chicken Bites,American,182,24,12,4,3,46,0,Snack,3,4.2
1916,Mild Chicken & Pasta Bowl with Mixed Veggies,Indian,348,38,28,9,9,154,0,Lunch,31,4.3
1917,Spicy Fish with Bread,American,600,28,72,22,7,119,0,Breakfast,39,3.9
1918,Greek Yogurt with Honey,American,235,26,12,9,4,81,0,Snack,2,4.7
1919,Fried Turkey with Rice,Mediterranean,920,46,116,30,2,159,0,Breakfast,21,4.4
1920,Roasted Lentils & Pasta Bowl with Broccoli,American,400,37,31,14,11,111,1,Lunch,28,4.3
1921,Spicy Turkey & Pasta Bowl with Salad,Mediterranean,818,34,154,7,13,140,0,Dinner,42,4.2
1922,Roasted Paneer,Italian,315,14,28,16,6,34,1,Snack,8,3.7
1923,Greek Yogurt with Honey,Indian,207,4,36,5,6,38,1,Snack,4,3.6
1924,Baked Pork & Potato Bowl with Salad,Asian,518,52,61,7,8,116,0,Lunch,36,4.1
1925,Greek Yogurt with Honey,Mediterranean,292,23,7,19,4,64,0,Snack,9,4.2
1926,Oats with Fruits & Nuts,Indian,786,39,114,19,6,60,1,Breakfast,21,4.8
1927,Oats with Fruits & Nuts,American,465,37,56,10,6,53,1,Breakfast,31,4.1
1928,Creamy Chickpeas & Wrap Bowl with Broccoli,Asian,905,28,121,34,9,127,1,Dinner,20,4.1
1929,Grilled Lentils & Pasta Bowl with Salad,Asian,786,21,119,25,7,127,1,Dinner,5,4.8
1930,Oats with Fruits & Nuts,Italian,314,10,37,14,10,106,1,Breakfast,36,3.9
1931,Roasted Tofu & Bread Bowl with Mushroom,Mexican,449,36,51,11,6,95,1,Dinner,31,3.5
1932,Pasta with Salad,Asian,605,20,111,9,12,78,1,Breakfast,13,4.0
1933,Creamy Egg with Rice,Italian,561,48,51,18,4,80,0,Breakfast,12,3.8
1934,Mild Beef & Quinoa Bowl with Spinach,Italian,644,25,102,15,5,135,0,Lunch,36,3.9
1935,Greek Yogurt with Honey,Italian,133,13,6,6,4,25,1,Snack,6,3.9
1936,Grilled Pork & Oats Bowl with Mixed Veggies,Asian,660,47,88,13,10,157,0,Lunch,27,4.1
1937,Grilled Fish Bites,Indian,210,22,12,8,1,86,0,Snack,3,4.6
1938,Oats with Fruits & Nuts,Mexican,501,25,55,20,6,75,1,Breakfast,10,4.8
1939,Spicy Chickpeas & Pasta Bowl with Spinach,Mexican,626,16,109,14,8,115,1,Dinner,28,4.5
1940,Mild Chicken & Potato Bowl with Mixed Veggies,Asian,773,54,121,8,14,141,0,Dinner,8,3.7
1941,Roasted Tofu & Oats Bowl with Spinach,Asian,639,40,79,18,17,80,1,Dinner,27,4.7
1942,Roasted Chickpeas,American,323,4,31,20,6,27,1,Snack,9,4.2
1943,Baked Beans & Bread Bowl with Salad,Mediterranean,314,15,18,20,15,48,1,Lunch,8,4.8
1944,Greek Yogurt with Honey,Mediterranean,155,4,30,2,7,27,1,Snack,5,4.5
1945,Grilled Chicken Bites,Mexican,328,25,16,18,3,80,0,Snack,3,4.4
1946,Spicy Pork with Quinoa,American,377,23,44,12,9,105,0,Breakfast,24,4.0
1947,Fried Beans & Rice Bowl with Mushroom,Asian,622,22,93,18,9,68,1,Dinner,21,4.2
1948,Greek Yogurt with Honey,Mediterranean,204,25,5,9,4,88,0,Snack,4,3.9
1949,Creamy Beef & Pasta Bowl with Salad,American,799,36,100,28,11,98,0,Lunch,8,3.7
1950,Baked Lentils & Bread Bowl with Mixed Veggies,American,556,38,74,12,9,90,1,Dinner,31,4.9
1951,Grilled Beef & Oats Bowl with Broccoli,American,520,46,32,23,3,113,0,Lunch,35,4.1
1952,Spicy Fish & Potato Bowl with Salad,Italian,354,46,2,18,2,96,0,Lunch,15,4.3
1953,Wrap with Salad,Asian,399,23,61,7,5,69,1,Breakfast,7,3.6
1954,Creamy Pork & Bread Bowl with Mixed Veggies,Mediterranean,810,38,126,17,7,96,0,Lunch,19,3.6
1955,Quinoa with Mixed Veggies,American,532,11,95,12,6,97,1,Breakfast,34,4.3
1956,Fried Lentils & Potato Bowl with Mushroom,Italian,845,45,101,29,12,119,1,Dinner,38,4.6
1957,Fried Chickpeas & Wrap Bowl with Broccoli,Indian,920,28,139,28,14,100,1,Lunch,6,4.3
1958,Spicy Lentils & Bread Bowl with Broccoli,Mediterranean,441,10,86,6,9,112,1,Lunch,26,4.3
1959,Creamy Beans & Pasta Bowl with Spinach,Mexican,860,35,126,24,9,72,1,Lunch,43,4.8
1960,Roasted Lentils & Bread Bowl with Salad,Mexican,574,14,73,25,8,63,1,Dinner,16,3.8
1961,Grilled Pork Bites,Indian,198,27,11,5,3,75,0,Snack,2,3.8
1962,Grilled Fish Bites,Italian,352,24,30,15,1,72,0,Snack,9,3.5
1963,Baked Chickpeas & Potato Bowl with Mushroom,Mediterranean,669,41,70,25,6,53,1,Dinner,8,3.9
1964,Creamy Lentils & Bread Bowl with Spinach,Mediterranean,940,39,112,37,8,56,1,Lunch,33,3.7
1965,Mild Turkey & Quinoa Bowl with Broccoli,Italian,371,27,34,14,3,162,0,Lunch,39,4.4
1966,Baked Egg & Wrap Bowl with Spinach,Mexican,317,41,2,16,9,110,0,Lunch,40,4.1
1967,Oats with Fruits & Nuts,Mexican,617,32,84,17,5,102,1,Breakfast,21,4.1
1968,Spicy Lentils & Wrap Bowl with Mixed Veggies,Mediterranean,362,28,8,24,15,68,1,Dinner,5,3.6
1969,Potato with Mixed Veggies,American,490,18,68,16,10,53,1,Breakfast,25,3.6
1970,Grilled Egg & Oats Bowl with Spinach,Mediterranean,343,29,20,16,11,122,0,Lunch,38,4.3
1971,Spicy Tofu & Bread Bowl with Spinach,American,677,15,107,21,7,59,1,Dinner,10,4.1
1972,Fried Lentils & Bread Bowl with Spinach,Mediterranean,781,39,104,23,10,90,1,Lunch,44,4.9
1973,Baked Fish & Rice Bowl with Mixed Veggies,Asian,497,29,43,23,11,98,0,Lunch,14,4.6
1974,Mild Lentils & Wrap Bowl with Spinach,American,750,34,88,29,15,131,1,Dinner,26,4.9
1975,Roasted Tofu,Asian,196,13,27,4,5,34,1,Snack,4,4.1
1976,Grilled Egg Bites,Mediterranean,383,22,42,14,0,65,0,Snack,5,4.4
1977,Creamy Turkey & Potato Bowl with Mixed Veggies,Indian,815,54,82,30,6,148,0,Lunch,15,4.9
1978,Spicy Fish & Wrap Bowl with Broccoli,Asian,331,22,45,7,8,101,0,Lunch,19,4.5
1979,Spicy Turkey & Rice Bowl with Broccoli,Mexican,429,31,26,22,10,80,0,Lunch,40,4.5
1980,Greek Yogurt with Honey,Asian,273,9,50,4,4,31,1,Snack,4,3.6
1981,Roasted Paneer,Mexican,246,15,33,6,4,22,1,Snack,3,4.6
1982,Baked Beef with Oats,Asian,603,42,59,22,7,138,0,Breakfast,12,4.7
1983,Bread with Mixed Veggies,Italian,387,33,25,17,11,64,1,Breakfast,35,3.6
1984,Oats with Spinach,Italian,341,34,22,13,7,51,1,Breakfast,23,3.6
1985,Roasted Beans,Mexican,219,14,29,5,8,21,1,Snack,8,4.8
1986,Grilled Turkey Bites,Indian,197,21,8,9,2,56,0,Snack,7,4.2
1987,Mild Turkey & Potato Bowl with Broccoli,Indian,487,38,41,19,5,118,0,Dinner,14,4.7
1988,Creamy Beef & Quinoa Bowl with Mushroom,Mediterranean,679,42,91,16,2,76,0,Dinner,9,4.7
1989,Roasted Tofu,Asian,430,7,48,23,4,18,1,Snack,8,3.8
1990,Spicy Chicken & Bread Bowl with Spinach,Asian,515,57,20,23,3,93,0,Lunch,25,4.0
1991,Spicy Fish & Pasta Bowl with Salad,Asian,619,50,46,26,7,154,0,Dinner,37,3.8
1992,Spicy Chicken & Wrap Bowl with Mushroom,Asian,456,37,56,9,3,147,0,Lunch,27,4.5
1993,Grilled Fish Bites,Italian,279,24,36,4,0,64,0,Snack,5,3.9
1994,Grilled Pork Bites,Indian,222,25,12,8,2,73,0,Snack,9,5.0
1995,Grilled Egg Bites,Mediterranean,209,24,12,7,3,91,0,Snack,8,4.5
1996,Oats with Fruits & Nuts,Mexican,606,24,80,21,11,118,1,Breakfast,29,4.7
1997,Pasta with Mixed Veggies,Mexican,416,30,29,20,9,70,1,Breakfast,17,4.0
1998,Baked Egg & Wrap Bowl with Salad,Asian,694,37,91,20,9,112,0,Dinner,35,4.0
1999,Potato with Salad,Asian,448,25,71,7,7,61,1,Breakfast,7,3.6
2000,Roasted Tofu,American,156,13,8,8,5,38,1,Snack,6,4.4
2001,Oats with Fruits & Nuts,Indian,453,31,37,20,6,86,1,Breakfast,34,3.7
2002,Bread with Mixed Veggies,Indian,340,11,60,6,10,50,1,Breakfast,5,4.1
2003,Mild Turkey & Quinoa Bowl with Mushroom,American,603,26,86,17,5,122,0,Lunch,42,4.3
2004,Roasted Chicken with Wrap,American,437,47,8,24,5,116,0,Breakfast,11,4.6
2005,Mild Egg & Quinoa Bowl with Mushroom,Asian,464,58,28,13,7,100,0,Lunch,9,4.9
2006,Baked Chickpeas & Potato Bowl with Spinach,Mexican,615,20,106,12,8,46,1,Lunch,24,5.0
2007,Greek Yogurt with Honey,Indian,426,20,41,20,2,79,0,Snack,7,4.9
2008,Spicy Tofu & Oats Bowl with Spinach,Mexican,360,11,58,9,13,101,1,Lunch,41,3.6
2009,Oats with Fruits & Nuts,American,880,31,117,32,12,108,1,Breakfast,9,4.8
2010,Grilled Lentils & Rice Bowl with Salad,American,398,32,2,29,7,61,1,Dinner,38,4.9
2011,Oats with Fruits & Nuts,Indian,667,21,123,10,10,44,1,Breakfast,30,4.3
2012,Baked Tofu & Quinoa Bowl with Spinach,Italian,392,37,11,22,7,119,1,Lunch,29,4.0
2013,Fried Egg & Pasta Bowl with Spinach,Mexican,817,49,76,35,5,120,0,Lunch,16,4.9
2014,Fried Chickpeas & Potato Bowl with Mixed Veggies,Mediterranean,723,15,116,22,9,100,1,Dinner,26,3.6
2015,Greek Yogurt with Honey,Asian,356,11,51,12,8,38,1,Snack,4,4.5
2016,Greek Yogurt with Honey,Asian,378,27,36,14,3,77,0,Snack,5,4.3
2017,Roasted Tofu & Pasta Bowl with Mixed Veggies,Mexican,302,14,45,7,5,119,1,Lunch,23,4.0
2018,Baked Turkey with Potato,Indian,577,34,65,20,11,122,0,Breakfast,38,4.0
2019,Roasted Turkey & Potato Bowl with Spinach,Indian,542,32,65,17,6,149,0,Dinner,31,3.7
2020,Creamy Beef & Rice Bowl with Mushroom,Italian,833,28,106,33,6,161,0,Lunch,32,4.5
2021,Grilled Chicken Bites,Indian,404,25,35,18,1,67,0,Snack,9,3.8
2022,Mild Chickpeas & Rice Bowl with Salad,Indian,733,16,115,23,12,61,1,Dinner,12,4.2
2023,Creamy Lentils & Oats Bowl with Mixed Veggies,American,919,28,132,31,5,125,1,Dinner,44,3.9
2024,Mild Fish & Quinoa Bowl with Broccoli,Indian,716,34,79,29,3,113,0,Dinner,29,4.0
2025,Mild Fish & Bread Bowl with Broccoli,Asian,475,41,12,29,4,111,0,Dinner,39,4.0
2026,Roasted Tofu,Asian,397,12,55,14,6,26,1,Snack,4,3.8
2027,Roasted Lentils,Mexican,238,14,25,9,4,20,1,Snack,3,4.7
2028,Oats with Fruits & Nuts,Asian,337,35,2,21,15,76,1,Breakfast,8,4.0
2029,Mild Beef & Rice Bowl with Mixed Veggies,Indian,525,43,45,19,3,97,0,Lunch,36,3.7
2030,Mild Lentils & Potato Bowl with Spinach,Indian,529,47,44,18,17,79,1,Dinner,33,4.0
2031,Grilled Chicken & Rice Bowl with Salad,American,673,49,69,22,14,150,0,Dinner,10,4.1
2032,Potato with Spinach,Indian,651,16,101,20,8,63,1,Breakfast,41,4.7
2033,Greek Yogurt with Honey,Asian,295,23,10,18,2,51,0,Snack,9,3.6
2034,Spicy Turkey & Oats Bowl with Mixed Veggies,American,518,28,61,18,10,104,0,Lunch,23,4.2
2035,Grilled Chicken Bites,Italian,185,30,2,6,4,75,0,Snack,9,4.2
2036,Mild Paneer & Pasta Bowl with Mixed Veggies,Asian,386,13,36,21,9,110,1,Lunch,13,4.6
2037,Grilled Tofu & Wrap Bowl with Salad,Italian,494,18,49,25,8,94,1,Dinner,36,3.6
2038,Grilled Beef Bites,Mediterranean,236,25,20,6,1,75,0,Snack,6,3.7
2039,Creamy Turkey & Pasta Bowl with Broccoli,Indian,855,44,82,39,13,115,0,Dinner,35,3.6
2040,Mild Beef with Oats,Mediterranean,436,48,29,14,7,76,0,Breakfast,33,3.6
2041,Pasta with Salad,American,814,26,128,22,15,52,1,Breakfast,29,5.0
2042,Creamy Fish & Oats Bowl with Mushroom,Indian,739,45,54,38,5,74,0,Dinner,16,4.8
2043,Spicy Beef & Wrap Bowl with Mushroom,Indian,358,34,10,20,6,130,0,Lunch,17,4.5
2044,Mild Beans & Potato Bowl with Spinach,Asian,543,18,63,24,8,89,1,Lunch,24,4.9
2045,Roasted Tofu & Wrap Bowl with Broccoli,Indian,435,14,63,14,15,109,1,Dinner,41,3.5
2046,Fried Chicken & Oats Bowl with Spinach,Mediterranean,874,41,121,25,11,118,0,Lunch,20,4.2
2047,Roasted Tofu,Mexican,348,12,45,13,6,47,1,Snack,6,4.2
2048,Baked Pork & Wrap Bowl with Broccoli,Mexican,619,46,88,9,10,93,0,Lunch,19,3.8
2049,Grilled Egg Bites,Asian,179,26,0,8,3,53,0,Snack,2,4.7
2050,Spicy Fish & Rice Bowl with Salad,Mediterranean,525,56,61,6,7,134,0,Dinner,33,4.9
2051,Roasted Chickpeas,Mediterranean,324,14,26,18,8,18,1,Snack,2,3.9
2052,Oats with Fruits & Nuts,Indian,616,28,114,5,13,118,1,Breakfast,6,3.5
2053,Roasted Chicken & Quinoa Bowl with Broccoli,Mexican,303,27,12,16,3,116,0,Lunch,24,3.9
2054,Fried Fish & Quinoa Bowl with Spinach,Mexican,722,52,76,23,7,78,0,Lunch,10,4.5
2055,Mild Chickpeas & Quinoa Bowl with Broccoli,Mediterranean,778,29,100,29,14,74,1,Dinner,36,3.7
2056,Roasted Lentils,Asian,199,8,21,9,5,16,1,Snack,4,4.1
2057,Grilled Pork Bites,Asian,188,18,24,2,1,53,0,Snack,3,4.8
2058,Roasted Paneer & Potato Bowl with Mixed Veggies,Mexican,416,28,28,21,14,88,1,Lunch,43,4.7
2059,Grilled Chicken & Quinoa Bowl with Broccoli,Italian,418,40,21,19,10,97,0,Lunch,15,4.1
2060,Quinoa with Mushroom,Italian,408,22,68,5,14,69,1,Breakfast,18,3.5
2061,Roasted Lentils,Italian,434,10,58,18,4,45,1,Snack,3,3.9
2062,Quinoa with Broccoli,American,373,26,31,16,13,42,1,Breakfast,18,4.3
2063,Roasted Paneer,Mediterranean,222,7,41,3,5,23,1,Snack,5,4.5
2064,Spicy Chicken & Rice Bowl with Broccoli,Mexican,590,34,84,13,6,136,0,Lunch,32,3.8
2065,Grilled Beans & Bread Bowl with Mixed Veggies,Indian,642,32,63,29,13,133,1,Dinner,32,4.7
2066,Roasted Egg & Quinoa Bowl with Broccoli,Indian,396,49,29,9,2,133,0,Lunch,8,5.0
2067,Fried Pork with Rice,Mediterranean,1010,37,136,35,6,64,0,Breakfast,24,5.0
2068,Grilled Pork & Pasta Bowl with Mushroom,American,730,39,121,10,13,77,0,Dinner,42,3.9
2069,Mild Turkey with Rice,American,640,45,103,5,4,123,0,Breakfast,32,4.6
2070,Oats with Fruits & Nuts,Mexican,542,18,92,11,15,45,1,Breakfast,21,4.9
2071,Baked Lentils & Bread Bowl with Salad,Italian,461,30,58,12,14,71,1,Lunch,13,4.0
2072,Spicy Chicken & Pasta Bowl with Mushroom,Indian,435,40,53,7,5,97,0,Dinner,28,4.5
2073,Grilled Tofu & Bread Bowl with Spinach,Mexican,453,35,40,17,7,106,1,Dinner,17,4.9
2074,Baked Beef & Wrap Bowl with Broccoli,Asian,662,31,109,11,5,118,0,Lunch,28,3.5
2075,Creamy Chickpeas & Quinoa Bowl with Mixed Veggies,Italian,646,31,72,26,14,137,1,Dinner,18,3.8
2076,Oats with Spinach,Italian,768,35,80,34,10,98,1,Breakfast,23,4.4
2077,Roasted Beans,Mexican,233,10,30,8,6,26,1,Snack,9,4.1
2078,Roasted Tofu & Bread Bowl with Broccoli,Indian,587,22,95,13,9,88,1,Dinner,24,3.8
2079,Mild Fish & Potato Bowl with Mushroom,Mexican,623,50,78,12,2,80,0,Lunch,27,4.5
2080,Baked Beef & Quinoa Bowl with Broccoli,Mexican,418,42,6,25,3,114,0,Dinner,10,4.7
2081,Creamy Egg & Potato Bowl with Mixed Veggies,Mexican,489,40,41,18,7,141,0,Lunch,17,4.6
2082,Grilled Lentils & Wrap Bowl with Mixed Veggies,American,603,15,79,25,16,77,1,Dinner,6,3.8
2083,Grilled Beef Bites,Indian,146,22,7,3,4,91,0,Snack,6,5.0
2084,Oats with Fruits & Nuts,Mediterranean,676,32,85,23,6,63,1,Breakfast,24,3.6
2085,Creamy Egg with Potato,Italian,809,41,111,22,7,80,0,Breakfast,11,4.0
2086,Grilled Tofu & Pasta Bowl with Mixed Veggies,American,544,39,47,22,17,131,1,Dinner,24,4.3
2087,Roasted Beans,Italian,176,12,18,6,3,28,1,Snack,9,4.6
2088,Oats with Spinach,Asian,584,21,104,9,10,95,1,Breakfast,16,4.2
2089,Baked Beef & Wrap Bowl with Broccoli,Asian,670,38,100,13,11,95,0,Dinner,21,4.8
2090,Greek Yogurt with Honey,American,178,22,15,3,4,51,0,Snack,2,4.3
2091,Spicy Fish with Quinoa,Asian,596,29,75,20,4,110,0,Breakfast,29,3.6
2092,Creamy Paneer & Rice Bowl with Spinach,American,847,13,149,22,8,72,1,Dinner,16,4.7
2093,Fried Egg & Pasta Bowl with Mixed Veggies,Mexican,880,61,93,29,12,149,0,Dinner,36,4.3
2094,Greek Yogurt with Honey,American,270,15,36,7,7,37,1,Snack,8,3.8
2095,Rice with Mixed Veggies,Mexican,318,35,10,15,13,67,1,Breakfast,39,4.2
2096,Mild Beef with Rice,Indian,536,29,93,5,2,83,0,Breakfast,24,4.8
2097,Greek Yogurt with Honey,Asian,158,24,6,4,2,68,0,Snack,7,3.6
2098,Baked Turkey & Rice Bowl with Mixed Veggies,Mediterranean,447,61,12,17,9,131,0,Dinner,11,4.5
2099,Greek Yogurt with Honey,Indian,405,8,48,20,6,45,1,Snack,7,4.4
2100,Greek Yogurt with Honey,American,188,8,27,5,5,36,1,Snack,6,4.2
2101,Spicy Chicken with Potato,Italian,515,43,38,21,9,98,0,Breakfast,5,3.8
2102,Grilled Fish & Pasta Bowl with Mixed Veggies,Asian,781,33,103,26,7,141,0,Dinner,16,4.4
2103,Roasted Chickpeas & Rice Bowl with Mixed Veggies,Mexican,523,36,74,9,13,62,1,Lunch,32,3.5
2104,Creamy Beans & Pasta Bowl with Mixed Veggies,Italian,610,11,87,24,4,82,1,Lunch,34,4.8
2105,Spicy Beans & Rice Bowl with Broccoli,Mexican,804,27,124,22,10,81,1,Dinner,37,4.1
2106,Greek Yogurt with Honey,Mexican,236,4,34,9,5,32,1,Snack,7,4.8
2107,Roasted Fish & Rice Bowl with Broccoli,Mediterranean,645,45,100,7,10,175,0,Dinner,37,4.1
2108,Creamy Tofu & Pasta Bowl with Mushroom,Mexican,844,15,126,31,10,115,1,Dinner,33,4.1
2109,Mild Chicken & Oats Bowl with Mixed Veggies,Indian,573,47,73,10,3,144,0,Lunch,9,3.8
2110,Mild Egg & Wrap Bowl with Mixed Veggies,Indian,364,51,19,9,11,130,0,Lunch,9,4.7
2111,Spicy Turkey & Quinoa Bowl with Broccoli,Mediterranean,506,44,44,17,6,110,0,Dinner,15,3.8
2112,Oats with Fruits & Nuts,Indian,311,33,31,6,13,41,1,Breakfast,36,4.3
2113,Spicy Turkey & Bread Bowl with Broccoli,Mexican,381,30,33,14,9,119,0,Lunch,18,4.9
2114,Spicy Beans & Potato Bowl with Spinach,Asian,524,35,80,7,14,115,1,Dinner,30,3.7
2115,Grilled Beef & Potato Bowl with Broccoli,Asian,590,38,96,6,3,100,0,Lunch,26,4.7
2116,Mild Pork with Oats,Mexican,502,44,43,17,3,125,0,Breakfast,13,3.7
2117,Oats with Fruits & Nuts,Mediterranean,520,33,52,20,13,105,1,Breakfast,20,4.2
2118,Spicy Tofu & Rice Bowl with Salad,Mexican,395,10,57,14,7,70,1,Lunch,17,4.5
2119,Fried Paneer & Oats Bowl with Salad,Italian,801,40,90,31,17,74,1,Dinner,44,4.2
2120,Baked Egg & Wrap Bowl with Mushroom,Italian,382,32,27,16,10,107,0,Lunch,20,4.1
2121,Oats with Fruits & Nuts,Indian,510,24,78,11,11,54,1,Breakfast,38,4.2
2122,Greek Yogurt with Honey,Italian,145,26,5,2,3,86,0,Snack,9,4.6
2123,Fried Tofu & Wrap Bowl with Broccoli,Italian,883,26,116,35,14,106,1,Lunch,29,4.2
2124,Roasted Lentils,Asian,250,7,39,7,5,20,1,Snack,3,4.6
2125,Fried Beef with Pasta,Mexican,687,47,91,15,4,130,0,Breakfast,44,4.3
2126,Spicy Beans & Quinoa Bowl with Mixed Veggies,American,429,25,32,22,9,107,1,Lunch,9,4.4
2127,Grilled Beef Bites,Asian,135,21,8,2,4,77,0,Snack,2,4.2
2128,Baked Lentils & Wrap Bowl with Mixed Veggies,Asian,773,20,121,23,10,122,1,Dinner,14,4.9
2129,Oats with Fruits & Nuts,American,673,11,119,17,11,82,1,Breakfast,29,4.2
2130,Creamy Paneer & Potato Bowl with Mixed Veggies,Mexican,606,27,72,23,7,128,1,Dinner,24,4.7
2131,Spicy Tofu & Bread Bowl with Mushroom,Indian,581,28,76,18,6,97,1,Lunch,10,4.9
2132,Creamy Chickpeas & Oats Bowl with Mixed Veggies,Italian,555,11,78,22,10,88,1,Lunch,40,4.0
2133,Roasted Paneer & Rice Bowl with Mixed Veggies,Mexican,501,24,81,9,5,123,1,Dinner,17,4.7
2134,Greek Yogurt with Honey,Mexican,138,10,6,8,6,28,1,Snack,5,4.0
2135,Spicy Fish with Wrap,Asian,555,49,62,12,3,80,0,Breakfast,39,3.6
2136,Roasted Chickpeas,Mexican,305,11,22,19,4,33,1,Snack,9,3.9
2137,Mild Fish & Bread Bowl with Broccoli,Mexican,589,50,77,9,11,139,0,Lunch,22,3.8
2138,Oats with Fruits & Nuts,Asian,535,28,74,14,6,78,1,Breakfast,12,3.8
2139,Fried Chickpeas & Bread Bowl with Salad,Italian,857,16,144,24,15,75,1,Dinner,16,4.3
2140,Grilled Beef Bites,Italian,243,20,22,8,2,62,0,Snack,8,4.4
2141,Creamy Beef with Wrap,Asian,854,50,123,18,4,131,0,Breakfast,15,3.5
2142,Roasted Lentils,Mexican,378,10,50,15,3,32,1,Snack,7,4.1
2143,Creamy Lentils & Potato Bowl with Broccoli,Italian,950,38,125,33,6,111,1,Dinner,39,3.7
2144,Creamy Fish & Wrap Bowl with Broccoli,Mexican,584,44,54,21,7,83,0,Dinner,30,4.7
2145,Grilled Egg Bites,American,460,25,40,22,2,60,0,Snack,2,4.9
2146,Creamy Beans & Pasta Bowl with Mixed Veggies,Italian,932,40,136,25,11,125,1,Dinner,27,4.7
2147,Spicy Pork & Potato Bowl with Broccoli,Mexican,618,26,72,25,10,97,0,Dinner,34,3.9
2148,Creamy Chicken & Potato Bowl with Salad,Indian,893,51,131,18,8,117,0,Dinner,31,4.5
2149,Creamy Egg with Pasta,Mexican,839,27,119,28,5,64,0,Breakfast,38,3.8
2150,Oats with Fruits & Nuts,Mexican,933,19,151,28,11,45,1,Breakfast,36,3.6
2151,Roasted Beans,Indian,156,6,12,9,3,47,1,Snack,5,4.6
2152,Creamy Paneer & Rice Bowl with Broccoli,Indian,469,11,65,18,4,66,1,Lunch,44,4.8
2153,Oats with Fruits & Nuts,Mediterranean,752,37,103,21,6,101,1,Breakfast,36,4.7
2154,Baked Beans & Oats Bowl with Mixed Veggies,Mediterranean,471,29,77,5,11,73,1,Lunch,32,4.7
2155,Baked Turkey & Potato Bowl with Broccoli,Indian,585,23,103,9,10,159,0,Lunch,35,4.6
2156,Greek Yogurt with Honey,Asian,220,13,28,6,5,21,1,Snack,6,4.5
2157,Oats with Fruits & Nuts,Asian,528,13,89,13,12,44,1,Breakfast,25,4.3
2158,Creamy Egg & Pasta Bowl with Mushroom,Asian,631,49,68,18,5,153,0,Dinner,41,4.4
2159,Greek Yogurt with Honey,Indian,223,23,12,9,0,88,0,Snack,2,4.5
2160,Roasted Chickpeas,Asian,199,12,31,3,5,29,1,Snack,9,3.9
2161,Bread with Spinach,Italian,685,37,82,23,11,109,1,Breakfast,41,4.3
2162,Grilled Egg Bites,Asian,205,26,18,3,1,71,0,Snack,5,3.6
2163,Creamy Chicken & Oats Bowl with Mixed Veggies,Mediterranean,1032,47,154,25,8,169,0,Dinner,40,4.8
2164,Roasted Chickpeas,Indian,196,9,28,5,5,46,1,Snack,8,4.0
2165,Baked Paneer & Pasta Bowl with Salad,Mexican,362,26,3,27,11,120,1,Dinner,36,3.9
2166,Roasted Fish & Wrap Bowl with Spinach,Asian,428,45,12,22,3,155,0,Lunch,10,4.7
